"id","taxid","domain","kingdom","phylum","class","order","family","genus","species","Metabolite","foldchange_abundance","Manual_label"
"Bacteroides_fragilis_NCTC_9343",272559,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_fragilis","AGMATINE",0.00422908551437069,"Bacteroides_fragilis_NCTC_9343"
"Bacteroides_fragilis_NCTC_9343",272559,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_fragilis","ORNITHINE",0.567223719060724,"Bacteroides_fragilis_NCTC_9343"
"Bacteroides_fragilis_NCTC_9343",272559,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_fragilis","CITRULLINE",0.101683527148303,"Bacteroides_fragilis_NCTC_9343"
"Bifidobacterium_bifidum_ATCC_29521_JCM_1255_DSM_20456",500634,"Bacteria","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_bifidum","PUTRESCINE",0,
"Bifidobacterium_bifidum_ATCC_29521_JCM_1255_DSM_20456",500634,"Bacteria","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_bifidum","AGMATINE",0.000842877064901712,
"Bifidobacterium_bifidum_ATCC_29521_JCM_1255_DSM_20456",500634,"Bacteria","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_bifidum","ORNITHINE",0.0133953896945064,
"Bifidobacterium_bifidum_ATCC_29521_JCM_1255_DSM_20456",500634,"Bacteria","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_bifidum","CITRULLINE",0.0663246118828189,
"Clostridium_citroniae_WAL_17108",742733,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Enterocloster","Enterocloster_citroniae","PUTRESCINE",0.0451759138440767,
"Clostridium_citroniae_WAL_17108",742733,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Enterocloster","Enterocloster_citroniae","AGMATINE",0.0016595152574323,
"Clostridium_citroniae_WAL_17108",742733,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Enterocloster","Enterocloster_citroniae","ORNITHINE",0.0306081753578122,
"Clostridium_citroniae_WAL_17108",742733,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Enterocloster","Enterocloster_citroniae","CITRULLINE",0.0674263049029326,
"Hungatella_hathewayi_DSM_13479",566550,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Hungatella","Hungatella_hathewayi","PUTRESCINE",0.0638566874048488,
"Hungatella_hathewayi_DSM_13479",566550,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Hungatella","Hungatella_hathewayi","AGMATINE",0.00180780589453365,
"Hungatella_hathewayi_DSM_13479",566550,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Hungatella","Hungatella_hathewayi","ORNITHINE",0.0179636615186347,
"Hungatella_hathewayi_DSM_13479",566550,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Hungatella","Hungatella_hathewayi","CITRULLINE",0.0678963147576697,
"Fusobacterium_nucleatum_subsp_animalis_D11",556264,"Bacteria","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium_nucleatum","PUTRESCINE",0.0174039735323453,
"Fusobacterium_nucleatum_subsp_animalis_D11",556264,"Bacteria","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium_nucleatum","AGMATINE",0.00390056587996389,
"Fusobacterium_nucleatum_subsp_animalis_D11",556264,"Bacteria","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium_nucleatum","ORNITHINE",0.00962941401645495,
"Fusobacterium_nucleatum_subsp_animalis_D11",556264,"Bacteria","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium_nucleatum","CITRULLINE",0.0630387198413866,
"s__Bacteroides_sp_3_1_19",469592,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_sp_3_1_19","PUTRESCINE",0.0311520952954702,
"s__Bacteroides_sp_3_1_19",469592,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_sp_3_1_19","AGMATINE",0.00168415416227109,
"s__Bacteroides_sp_3_1_19",469592,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_sp_3_1_19","ORNITHINE",0.0184049806104411,
"s__Bacteroides_sp_3_1_19",469592,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_sp_3_1_19","CITRULLINE",0.0519453538564656,
"Hungatella_hathewayi_WAL_18680",742737,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Hungatella","Hungatella_hathewayi","PUTRESCINE",0.159346296454534,"Hungatella_hathewayi_WAL_18680"
"Hungatella_hathewayi_WAL_18680",742737,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Hungatella","Hungatella_hathewayi","AGMATINE",0.0063842361984232,"Hungatella_hathewayi_WAL_18680"
"Hungatella_hathewayi_WAL_18680",742737,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Hungatella","Hungatella_hathewayi","ORNITHINE",0.038634218739896,"Hungatella_hathewayi_WAL_18680"
"Hungatella_hathewayi_WAL_18680",742737,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Hungatella","Hungatella_hathewayi","CITRULLINE",0.0800463185858774,"Hungatella_hathewayi_WAL_18680"
"s__Lachnospiraceae_bacterium_1_4_56FAA",658655,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnospiraceae_bacterium_1_4_56FAA__S+","Lachnospiraceae_bacterium_1_4_56FAA","PUTRESCINE",0.121963361066632,"s__Lachnospiraceae_bacterium_1_4_56FAA"
"s__Lachnospiraceae_bacterium_1_4_56FAA",658655,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnospiraceae_bacterium_1_4_56FAA__S+","Lachnospiraceae_bacterium_1_4_56FAA","AGMATINE",0.00220834657191237,"s__Lachnospiraceae_bacterium_1_4_56FAA"
"s__Lachnospiraceae_bacterium_1_4_56FAA",658655,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnospiraceae_bacterium_1_4_56FAA__S+","Lachnospiraceae_bacterium_1_4_56FAA","ORNITHINE",0.0228806309636341,"s__Lachnospiraceae_bacterium_1_4_56FAA"
"s__Lachnospiraceae_bacterium_1_4_56FAA",658655,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnospiraceae_bacterium_1_4_56FAA__S+","Lachnospiraceae_bacterium_1_4_56FAA","CITRULLINE",0.0406042918183524,"s__Lachnospiraceae_bacterium_1_4_56FAA"
"Bacteroides_finegoldii_CL09T03C10",997888,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_finegoldii","PUTRESCINE",0.0155071708658674,
"Bacteroides_finegoldii_CL09T03C10",997888,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_finegoldii","AGMATINE",0.00187089176375937,
"Bacteroides_finegoldii_CL09T03C10",997888,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_finegoldii","ORNITHINE",0.0149251679812133,
"Bacteroides_finegoldii_CL09T03C10",997888,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_finegoldii","CITRULLINE",,
"Bifidobacterium_longum_NCC2705",206672,"Bacteria","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_longum","PUTRESCINE",0.00720019496423103,
"Bifidobacterium_longum_NCC2705",206672,"Bacteria","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_longum","AGMATINE",0.000853364904086024,
"Bifidobacterium_longum_NCC2705",206672,"Bacteria","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_longum","ORNITHINE",0.0131135398762013,
"Bifidobacterium_longum_NCC2705",206672,"Bacteria","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_longum","CITRULLINE",0.074815110108285,
"Enterococcus_faecium_ERV165",1134822,"Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_faecium","PUTRESCINE",0.0405613396605004,"Enterococcus_faecium_ERV165"
"Enterococcus_faecium_ERV165",1134822,"Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_faecium","AGMATINE",0.00128669357092906,"Enterococcus_faecium_ERV165"
"Enterococcus_faecium_ERV165",1134822,"Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_faecium","ORNITHINE",0.429719469011593,"Enterococcus_faecium_ERV165"
"Enterococcus_faecium_ERV165",1134822,"Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_faecium","CITRULLINE",0.444521626094497,"Enterococcus_faecium_ERV165"
"Clostridium_symbiosum_WAL_14673",742741,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnoclostridium","Clostridium_symbiosum","PUTRESCINE",0.046258100173448,"Clostridium_symbiosum_WAL_14673"
"Clostridium_symbiosum_WAL_14673",742741,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnoclostridium","Clostridium_symbiosum","AGMATINE",0.0138777194184286,"Clostridium_symbiosum_WAL_14673"
"Clostridium_symbiosum_WAL_14673",742741,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnoclostridium","Clostridium_symbiosum","ORNITHINE",0.161426148840309,"Clostridium_symbiosum_WAL_14673"
"Clostridium_symbiosum_WAL_14673",742741,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnoclostridium","Clostridium_symbiosum","CITRULLINE",0.110153963349733,"Clostridium_symbiosum_WAL_14673"
"Providencia_rustigianii_DSM_4541",500637,"Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Providencia","Providencia_rustigianii","PUTRESCINE",0.144876667589265,"Providencia_rustigianii_DSM_4541"
"Providencia_rustigianii_DSM_4541",500637,"Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Providencia","Providencia_rustigianii","AGMATINE",0.00132374161126938,"Providencia_rustigianii_DSM_4541"
"Providencia_rustigianii_DSM_4541",500637,"Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Providencia","Providencia_rustigianii","ORNITHINE",0.0199539692392648,"Providencia_rustigianii_DSM_4541"
"Providencia_rustigianii_DSM_4541",500637,"Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Providencia","Providencia_rustigianii","CITRULLINE",0.0646333428445291,"Providencia_rustigianii_DSM_4541"
"Anaerostipes_caccae_L1_92",411490,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Anaerostipes","Anaerostipes_caccae","PUTRESCINE",0.0244439197742749,
"Anaerostipes_caccae_L1_92",411490,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Anaerostipes","Anaerostipes_caccae","AGMATINE",0.00113730098368603,
"Anaerostipes_caccae_L1_92",411490,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Anaerostipes","Anaerostipes_caccae","ORNITHINE",0.0160454770230186,
"Anaerostipes_caccae_L1_92",411490,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Anaerostipes","Anaerostipes_caccae","CITRULLINE",0.0712265295395588,
"Bacteroides_stercoris_CC31F",1073351,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_stercoris","PUTRESCINE",0.031970175173687,
"Bacteroides_stercoris_CC31F",1073351,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_stercoris","AGMATINE",0.00148683958682581,
"Bacteroides_stercoris_CC31F",1073351,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_stercoris","ORNITHINE",0.0139849460816176,
"Bacteroides_stercoris_CC31F",1073351,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_stercoris","CITRULLINE",,
"Phocaeicola_plebeius_DSM_17135",484018,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola_plebeius","PUTRESCINE",0.0241604204980963,
"Phocaeicola_plebeius_DSM_17135",484018,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola_plebeius","AGMATINE",0.0099665263191046,
"Phocaeicola_plebeius_DSM_17135",484018,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola_plebeius","ORNITHINE",0.0396946283422142,
"Phocaeicola_plebeius_DSM_17135",484018,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola_plebeius","CITRULLINE",0.0635106803391938,
"Bifidobacterium_dentium_ATCC_27678",473819,"Bacteria","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_dentium","PUTRESCINE",0.0409415586070974,"Bifidobacterium_dentium_ATCC_27678"
"Bifidobacterium_dentium_ATCC_27678",473819,"Bacteria","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_dentium","AGMATINE",0.000486438597922523,"Bifidobacterium_dentium_ATCC_27678"
"Bifidobacterium_dentium_ATCC_27678",473819,"Bacteria","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_dentium","ORNITHINE",0.0180518636677093,"Bifidobacterium_dentium_ATCC_27678"
"Bifidobacterium_dentium_ATCC_27678",473819,"Bacteria","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_dentium","CITRULLINE",0.151029599041577,"Bifidobacterium_dentium_ATCC_27678"
"Clostridium_symbiosum_WAL_14163",742740,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnoclostridium","Clostridium_symbiosum","PUTRESCINE",0.0527085283179002,
"Clostridium_symbiosum_WAL_14163",742740,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnoclostridium","Clostridium_symbiosum","AGMATINE",0.0053061149363799,
"Clostridium_symbiosum_WAL_14163",742740,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnoclostridium","Clostridium_symbiosum","ORNITHINE",0.013816252264527,
"Clostridium_symbiosum_WAL_14163",742740,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnoclostridium","Clostridium_symbiosum","CITRULLINE",0.0430085955561639,
"Bifidobacterium_breve_UCC2003",326426,"Bacteria","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_breve","PUTRESCINE",0.0412831747556689,
"Bifidobacterium_breve_UCC2003",326426,"Bacteria","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_breve","AGMATINE",0.000548903889814634,
"Bifidobacterium_breve_UCC2003",326426,"Bacteria","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_breve","ORNITHINE",0.0185061883299084,
"Bifidobacterium_breve_UCC2003",326426,"Bacteria","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_breve","CITRULLINE",0.0731291176433586,
"Bifidobacterium_adolescentis_L2_32",411481,"Bacteria","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_adolescentis","PUTRESCINE",0.00345048026753011,
"Bifidobacterium_adolescentis_L2_32",411481,"Bacteria","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_adolescentis","AGMATINE",0.000786851861115623,
"Bifidobacterium_adolescentis_L2_32",411481,"Bacteria","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_adolescentis","ORNITHINE",0.014146492382257,
"Bifidobacterium_adolescentis_L2_32",411481,"Bacteria","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_adolescentis","CITRULLINE",0.0676274215850398,
"Bacteroides_cellulosilyticus_CL02T12C19",997874,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_cellulosilyticus","PUTRESCINE",0.0501315009224453,
"Bacteroides_cellulosilyticus_CL02T12C19",997874,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_cellulosilyticus","AGMATINE",0.0056618931926997,
"Bacteroides_cellulosilyticus_CL02T12C19",997874,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_cellulosilyticus","ORNITHINE",0.0235366025445891,
"Bacteroides_cellulosilyticus_CL02T12C19",997874,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_cellulosilyticus","CITRULLINE",,
"Clostridium_cadaveris_CC88A",1073357,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_cadaveris","PUTRESCINE",1,"Clostridium_cadaveris_CC88A"
"Clostridium_cadaveris_CC88A",1073357,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_cadaveris","AGMATINE",0.00539107521359242,"Clostridium_cadaveris_CC88A"
"Clostridium_cadaveris_CC88A",1073357,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_cadaveris","ORNITHINE",0.0245045710882665,"Clostridium_cadaveris_CC88A"
"Clostridium_cadaveris_CC88A",1073357,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_cadaveris","CITRULLINE",,"Clostridium_cadaveris_CC88A"
"Clostridium_perfringens_WAL_14572",742739,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_perfringens","PUTRESCINE",0.0316686485592599,"Clostridium_perfringens_WAL_14572"
"Clostridium_perfringens_WAL_14572",742739,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_perfringens","AGMATINE",0.0812901388846539,"Clostridium_perfringens_WAL_14572"
"Clostridium_perfringens_WAL_14572",742739,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_perfringens","ORNITHINE",0.101790080442849,"Clostridium_perfringens_WAL_14572"
"Clostridium_perfringens_WAL_14572",742739,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_perfringens","CITRULLINE",0.551499101656047,"Clostridium_perfringens_WAL_14572"
"Coprococcus_comes_ATCC_27758",470146,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Coprococcus","Coprococcus_comes","PUTRESCINE",0.02774011148004,
"Coprococcus_comes_ATCC_27758",470146,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Coprococcus","Coprococcus_comes","AGMATINE",0.00151834549895847,
"Coprococcus_comes_ATCC_27758",470146,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Coprococcus","Coprococcus_comes","ORNITHINE",0.0150111323211274,
"Coprococcus_comes_ATCC_27758",470146,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Coprococcus","Coprococcus_comes","CITRULLINE",0.0510243283157418,
"Subdoligranulum_variabile_DSM_15176",411471,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Subdoligranulum","Subdoligranulum_variabile","PUTRESCINE",0.0756389179657213,
"Subdoligranulum_variabile_DSM_15176",411471,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Subdoligranulum","Subdoligranulum_variabile","AGMATINE",0.00194536752642079,
"Subdoligranulum_variabile_DSM_15176",411471,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Subdoligranulum","Subdoligranulum_variabile","ORNITHINE",0.0176392429351129,
"Subdoligranulum_variabile_DSM_15176",411471,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Subdoligranulum","Subdoligranulum_variabile","CITRULLINE",0.0305285627951715,
"s__Bacteroides_thetaiotaomicron",818,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_thetaiotaomicron","PUTRESCINE",0.0267475143934666,
"s__Bacteroides_thetaiotaomicron",818,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_thetaiotaomicron","AGMATINE",0.00102388020531096,
"s__Bacteroides_thetaiotaomicron",818,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_thetaiotaomicron","ORNITHINE",0.0164112712142214,
"s__Bacteroides_thetaiotaomicron",818,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_thetaiotaomicron","CITRULLINE",,
"Ruminococcus_lactaris_CC59_002D",1073376,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Mediterraneibacter","Ruminococcus_lactaris","PUTRESCINE",0.00297596116054305,
"Ruminococcus_lactaris_CC59_002D",1073376,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Mediterraneibacter","Ruminococcus_lactaris","AGMATINE",0.00138643754437408,
"Ruminococcus_lactaris_CC59_002D",1073376,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Mediterraneibacter","Ruminococcus_lactaris","ORNITHINE",0.0140934586735451,
"Ruminococcus_lactaris_CC59_002D",1073376,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Mediterraneibacter","Ruminococcus_lactaris","CITRULLINE",0.0699571666547217,
"Eggerthella_lenta_DSM_2243",479437,"Bacteria","Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Eggerthella","Eggerthella_lenta",,,
"Parabacteroides_goldsteinii_CC87F",1073364,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides_goldsteinii","PUTRESCINE",0.0287381484555257,
"Parabacteroides_goldsteinii_CC87F",1073364,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides_goldsteinii","AGMATINE",0.00289511119152266,
"Parabacteroides_goldsteinii_CC87F",1073364,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides_goldsteinii","ORNITHINE",0.0350530028050671,
"Parabacteroides_goldsteinii_CC87F",1073364,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides_goldsteinii","CITRULLINE",,
"s__Bacteroides_fragilis",817,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_fragilis","PUTRESCINE",0.0335399615076815,
"s__Bacteroides_fragilis",817,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_fragilis","AGMATINE",0.000866076771900946,
"s__Bacteroides_fragilis",817,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_fragilis","ORNITHINE",0.0151484747893335,
"s__Bacteroides_fragilis",817,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_fragilis","CITRULLINE",,
"Bacteroides_fragilis_CL03T12C07",997879,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_fragilis","PUTRESCINE",0.0231450678367041,
"Bacteroides_fragilis_CL03T12C07",997879,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_fragilis","AGMATINE",0.00130681409521114,
"Bacteroides_fragilis_CL03T12C07",997879,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_fragilis","ORNITHINE",0.0159395518714533,
"Bacteroides_fragilis_CL03T12C07",997879,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_fragilis","CITRULLINE",,
"Bacteroides_cellulosilyticus_DSM_14838",537012,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_cellulosilyticus","PUTRESCINE",0.025157357816271,
